date,content,total_minutes
2023-12-22,午後の予定を決める　1130,10.0
2023-12-22,眼科紹介状と眼科申し送り書の印刷確認(高宮さん)　デフォルトで空欄にする,10.0
2023-12-22,令和6年当番の登録,10.0
2023-12-22,瀧波先生の手順更新　写真追加,10.0
2023-12-22,翌日の予定確認とwill doリスト作成　1750,10.0
2023-12-22,レターケース/OBC/メール確認　1130,10.0
2023-12-22,内科クラーク打ち合わせの連絡(白岡さん)(大代さん),10.0
2023-12-22,トーリックIOL発注確認,10.0
2023-12-22,多焦点IOLのオーダー確認（沖野さん）,10.0
2023-12-22,左眼トーリックIOL発注確認　ID212293　(山本さん),10.0
2023-12-22,朝の挨拶リストの確認,5.0
2023-12-23,医療秘書課2024年4月以降の体制整備　,100.0
2023-12-23,2024年業務記録の準備,30.0
2023-12-23,先月のADRデータ提出,20.0
2023-12-23,毎月のADRデータ提出方法の説明準備（白岡さん）,20.0
2023-12-23,翌週の予定確認とwill doリスト作成　1150,10.0
2023-12-23,ロックアルファスタディの確認　ID136046,10.0
2023-12-23,今週の振り返り　1140,10.0
2023-12-23,レターケース/OBC/メール確認　1130,10.0
2023-12-23,朝の挨拶リストの確認,5.0
2023-12-25,医療秘書課2024年4月以降の体制整備　,190.0
2023-12-25,最終返書確認　ID212222 紹介状2通確認,20.0
2023-12-25,眼科手術登録の相談（高宮さん）,20.0
2023-12-25,ADRデータの確認（真野先生）,20.0
2023-12-25,眼科紹介状作成　ID149699 12/29 午前中,20.0
2023-12-25,トーリックIOL発注確認,10.0
2023-12-25,理事会の決定事項連絡（白岡さん）,10.0
2023-12-25,多焦点IOLの発注依頼確認　ID21875,10.0
2023-12-25,トーリックIOLの発注依頼1件,10.0
2023-12-25,午後の業務内容を決める　1140,10.0
2023-12-25,多焦点IOLの在庫確認（田中先生）,10.0
2023-12-25,眼科紹介状作成　ID200078　午前中,10.0
2023-12-25,レターケース/OBC/メール確認,10.0
2023-12-25,眼科申し送り書の印刷確認　デフォルトで更新中にする,10.0
2023-12-25,翌日の予定確認とwill doリスト作成　1710,10.0
2023-12-25,パート職員の募集要項を送る先の確認（藤坂さん）,10.0
2023-12-25,朝の挨拶リストの確認,5.0
2023-12-25,打刻漏れの承認　1130,5.0
2023-12-26,トーリックIOLの発注確認　1/4-1/10,40.0
2023-12-26,医療秘書課2024年4月以降の体制整備　,30.0
2023-12-26,但馬先生の診察介助　930-1230,30.0
2023-12-26,翌月の業務記録作成,10.0
2023-12-26,翌日の予定確認とwill doリスト作成,10.0
2023-12-26,医療秘書課正職員の確認（植田センター長）,10.0
2023-12-26,翌月のスケジュール登録,10.0
2023-12-26,IOL交換の手術登録確認（中野さん）,10.0
2023-12-26,多焦点IOL発注確認　ID21875　カルテに貼り付け　午前中,10.0
2023-12-26,前週の石田先生と鈴木先生の診察人数確認,10.0
2023-12-26,レターケース/OBC/メール確認,10.0
2023-12-26,2024年4月以降の診察予約枠の設定　金曜夕方鈴木先生15枠　開始時間は看護部に確認,10.0
2023-12-26,朝の挨拶リストの確認,5.0
2023-12-27,内科クラーク打ち合わせ（内科6診）　1400-1500,60.0
2023-12-27,トーリックIOLの再発注対応,60.0
2023-12-27,RRD12/28トーリックIOL発注対応,50.0
2023-12-27,アイセンタークラーク会合 1630-1700,40.0
2023-12-27,アイセンタークラーク会合の議題準備,30.0
2023-12-27,ADRの集計方法とグラフの確認（白岡さん）　850,20.0
2023-12-27,トーリックIOL発注確認,10.0
2023-12-27,アイセンタークラーク会合の議事録作成,10.0
2023-12-27,パート職員の募集開始の確認（人事課）,10.0
2023-12-27,翌日の予定確認とwill doリスト作成　1710,10.0
2023-12-27,医療秘書課2024年4月以降の体制整備　,10.0
2023-12-27,多焦点IOLのオーダー　ID21875　ID210978,10.0
2023-12-27,10/6OA2000測定値の対応方法を伝える　ID211658　（沖野さん）,10.0
2023-12-27,レターケース/OBC/メール確認　1130,10.0
2023-12-27,正職員の連絡と確認（松島さん）,10.0
2023-12-27,朝の挨拶リストの確認,5.0
2023-12-28,眼科即入対応LASIK後IOLpower計算,30.0
2023-12-28,内科外来FAX用レターケースの運用（高林さん）（白岡さん）,20.0
2023-12-28,ADRの集計　情報室に松村先生を出力されるよう依頼（帯原主任）,20.0
2023-12-28,翌週の手術指示確認,20.0
2023-12-28,医療秘書課2024年4月以降の体制整備　,10.0
2023-12-28,トーリックかどうかの確認　ID33743　摺崎副主任,10.0
2023-12-28,木曜日泌尿器科医療秘書課対応不可の連絡（上島さん）（長谷師長）,10.0
2023-12-28,英語対応の確認（土肥さん） 午前中,10.0
2023-12-28,翌日の予定確認とwill doリスト作成,10.0
2023-12-28,臨時眼科の更新確認,10.0
2023-12-28,検査後にオペ録発行確認（視能訓練科）　ID206682,10.0
2023-12-28,レターケース/OBC/メール確認,10.0
2023-12-28,朝の挨拶リストの確認,5.0
2023-12-29,医療秘書課2024年4月以降の体制整備　,100.0
2023-12-29,職員図書室の整理整頓,30.0
2023-12-29,2023年に残った課題の整理,30.0
2023-12-29,レターケース/OBC/メール確認　1130,10.0
2023-12-29,JEDレポート松村先生の対応（白岡さん）,10.0
2023-12-29,杉山先生の予約枠設定,10.0
2023-12-29,中山さんに12/28診察準備のおわび,10.0
2023-12-29,眼科システム手術予約枠の更新,10.0
2023-12-29,翌日の予定確認とwill doリスト作成　1750,10.0
2023-12-29,英語対応の確認（中野さん） 対人通訳の補充はなし　タブレットかメディフォン　何かあれば国際医療支援室呼ぶ,10.0
2023-12-29,トーリックIOL発注確認,10.0
2023-12-29,橋本副院長最終返書ファイル確認,10.0
2023-12-29,内科6診クラーク用電子カルテの確認,10.0
2023-12-29,副主任第１承認の確認（豊後さん）,10.0
2023-12-29,年末の挨拶（アイセンター外来）　1700,10.0
2023-12-29,トーリックIOLの発注確認（沖野さん）,10.0
2023-12-29,2024年4月以降の金曜夕方鈴木先生15枠　開始時間は1630,10.0
2023-12-29,角膜形成術のオーダー対応,10.0
2023-12-29,朝の挨拶リストの確認,5.0
2024-01-04,地震後の対応　アイセンター外来　職員図書室　740-910,90.0
2024-01-04,2024年4月以降のアイセンター外来予約枠設定,90.0
2024-01-04,医療秘書課2024年4月以降の体制整備　,40.0
2024-01-04,OneDriveデスクトップアイコンの不具合対応,30.0
2024-01-04,眼科即入対応2件　午前中,20.0
2024-01-04,翌日の予定確認とwill doリスト作成,10.0
2024-01-04,今月の不在連絡と勤務申請(医療秘書課),10.0
2024-01-04,石田先生と鈴木先生の給与データ報告,10.0
2024-01-04,前月のOBC内容確認,10.0
2024-01-04,アイセンター非常勤医師勤務記録の確認と提出,10.0
2024-01-04,松島さんにお礼メール　1130,10.0
2024-01-04,レターケース/OBC/メール確認,10.0
2024-01-04,アイセンター外来破損箇所の報告　1/4時点（植田センター長）　1700,10.0
2024-01-04,職員図書室オペ録廃棄,10.0
2024-01-04,職員図書室パソコンモニタ交換,10.0
2024-01-04,瀧波先生診察準備（第2木と休診以外）　820,10.0
2024-01-04,朝の挨拶リストの確認,5.0
2024-01-05,医療秘書課2024年4月以降の体制整備　,130.0
2024-01-05,Onedriveバックアップの対応,120.0
2024-01-05,アイセンター外来被災状況の確認(松田部長),20.0
2024-01-05,ICL同意書の更新と連絡(橋本副院長),20.0
2024-01-05,CASIAⅡトーリック計算(摺崎副主任),20.0
2024-01-05,転倒防止シートの相談（白岡副主任）,10.0
2024-01-05,稗粒腫摘除のオーダー説明(沖野さん),10.0
2024-01-05,入院診療計画書テンプレート　2024年に変更依頼（高宮さん）,10.0
2024-01-05,トーリックIOL発注確認,10.0
2024-01-05,翌日の予定確認とwill doリスト作成　1750,10.0
2024-01-05,レターケース/OBC/メール確認　1130,10.0
2024-01-05,眼科緊急手術対応,10.0
2024-01-05,橋本副院長最終返書ファイル確認,10.0
2024-01-05,被災状況の確認（高宮さん）,5.0
2024-01-05,被災状況の確認（山本さん）,5.0
2024-01-05,朝の挨拶リストの確認,5.0
2024-01-06,医療秘書課2024年4月以降の体制整備　900-1030,70.0
2024-01-06,MEGAのファイルリクエスト再設定,30.0
2024-01-06,眼科一般診断書作成,20.0
2024-01-06,翌週の予定確認とwill doリスト作成　1150,10.0
2024-01-06,前回オーダー漏れの確認(沖野さん),10.0
2024-01-06,お歳暮の相談(花崎さん),10.0
2024-01-06,レターケース/OBC/メール確認　1130,10.0
2024-01-06,能登半島地震の義援金(総務課),10.0
2024-01-06,鈴木先生パソコンモニタの廃棄,10.0
2024-01-06,今週の振り返り　1140,10.0
2024-01-06,眼科緊急手術対応　ID213454,10.0
2024-01-06,朝の挨拶リストの確認,5.0
2024-01-08,医療秘書課2024年4月以降の体制整備　820-950,100.0
2024-01-08,目標チャレンジシートの更新,20.0
2024-01-08,2/15植田センター長全麻オペ予約枠設定と2月火曜日の田中先生予約枠設定,10.0
2024-01-08,レターケース/OBC/メール確認,10.0
2024-01-08,リーダー研修の準備,10.0
2024-01-08,緊急連絡網のメール更新（高林さん）,10.0
2024-01-08,ICL同意書の更新連絡,10.0
2024-01-08,眼科手術予約枠の確認　2件,10.0
2024-01-08,トーリックIOL発注確認,10.0
2024-01-08,翌日の予定確認とwill doリスト作成　1710,10.0
2024-01-08,朝の挨拶リストの確認,5.0
2024-01-09,但馬先生の診察介助　930-1230,90.0
2024-01-09,医療秘書課2024年4月以降の体制整備　,40.0
2024-01-09,Windows位置合わせソフトの調整,20.0
2024-01-09,お歳暮の相談(松島さん),10.0
2024-01-09,目標チャレンジシートの更新,10.0
2024-01-09,翌日の予定確認とwill doリスト作成,10.0
2024-01-09,前週の石田先生と鈴木先生の診察人数確認,10.0
2024-01-09,レターケース/OBC/メール確認,10.0
2024-01-09,整形外科クラークの依頼(鴨林さん),10.0
2024-01-09,朝の挨拶リストの確認,5.0
2024-01-09,医療秘書課朝礼の日程連絡,5.0
2024-01-09,診察室のパソコンの固定剤(南副主任)　連絡待ち,5.0
2024-01-09,アイセンター外来幹部会合の日程連絡,5.0
2024-01-09,リドカインの切り替え確認,5.0
2024-01-09,アイセンタークラーク会合の日程連絡,5.0
2024-01-10,セファゾリンNaバックの切り替え対応の段取り,150.0
2024-01-10,医療秘書課2024年4月以降の体制整備　900-1030,100.0
2024-01-10,翌週の手術指示確認,30.0
2024-01-10,医療秘書課緊急連絡網の更新と案内,20.0
2024-01-10,小児近視外来の対応表(花崎さん),10.0
2024-01-10,翌日の予定確認とwill doリスト作成　1710,10.0
2024-01-10,お歳暮の相談(花崎さん),10.0
2024-01-10,小牧さんの様子を聞く,10.0
2024-01-10,トーリックIOL発注確認,10.0
2024-01-10,レターケース/OBC/メール確認　1130,10.0
2024-01-10,朝の挨拶リストの確認,5.0
2024-01-11,医療秘書課2024年4月以降の体制整備　,100.0
2024-01-11,ベテランくんのアップデート対応説明(花崎さん),20.0
2024-01-11,日帰りマイクロシャント手術の登録,20.0
2024-01-11,新任内科医師の対応相談(白岡副主任),20.0
2024-01-11,トーリックIOL発注確認と小林先生の白衣を取りに行く,10.0
2024-01-11,docker書籍の準備　1130,10.0
2024-01-11,レターケース/OBC/メール確認,10.0
2024-01-11,瀧波先生診察準備（第2木と休診以外）　820,10.0
2024-01-11,お歳暮の相談(松島さん)　連絡待ち,10.0
2024-01-11,翌日の予定確認とwill doリスト作成,10.0
2024-01-11,朝の挨拶リストの確認,5.0
2024-01-12,医療秘書課2024年4月以降の体制整備　1000-1130,100.0
2024-01-12,小林先生のクラーク業務　1630-1700,60.0
2024-01-12,耳鼻咽喉科診断書とトーリックIOLの運用相談（沖野さん）,30.0
2024-01-12,アイセンター外来ベテランくんのアップデート確認表作成,20.0
2024-01-12,お歳暮の相談(松島さん),10.0
2024-01-12,小林先生のクラーク準備　倒像レンズ14D　点眼と器材確認　1600,10.0
2024-01-12,お歳暮の相談(楯部長),10.0
2024-01-12,小林先生の予約確認,10.0
2024-01-12,眼科即入対応,10.0
2024-01-12,小林先生の白衣片付け,10.0
2024-01-12,セファゾリン在庫の報告（山本さん）,10.0
2024-01-12,橋本副院長最終返書ファイル確認,10.0
2024-01-12,レターケース/OBC/メール確認　1130,10.0
2024-01-12,全体朝礼　830-840　終了後PHSの電源を入れる,10.0
2024-01-12,トーリックIOL発注確認,10.0
2024-01-12,翌日の予定確認とwill doリスト作成　1750,10.0
2024-01-12,朝の挨拶リストの確認,5.0
2024-01-12,全体朝礼の配信　1130,5.0
2024-01-13,医療秘書課2024年4月以降の体制整備　,40.0
2024-01-13,アイセンター外来幹部会合の議題準備,20.0
2024-01-13,べてらん君のアップデート依頼(情報室),20.0
2024-01-13,小児近視外来のオーダー確認(植田センター長)(高宮さん),20.0
2024-01-13,トーリックIOL発注までの流れの確認(植田センター長),20.0
2024-01-13,贈与品の取りまとめの返信(楯部長),20.0
2024-01-13,処方回数の変更連絡　ID107670,10.0
2024-01-13,セファゾリンの確認,10.0
2024-01-13,レターケース/OBC/メール確認,10.0
2024-01-13,トーリックIOL発注確認,10.0
2024-01-13,翌日の予定確認とwill doリスト作成　1710,10.0
2024-01-13,朝の挨拶リストの確認,5.0
2024-01-15,トーリックIOL発注までの流れの確認(植田センター長),150.0
2024-01-15,医療秘書課2024年4月以降の体制整備　,70.0
2024-01-15,アイセンター外来幹部会合 1630-1715,60.0
2024-01-15,眼科紹介状確認 2通,10.0
2024-01-15,レターケース/OBC/メール確認,10.0
2024-01-15,翌日の予定確認とwill doリスト作成　1710,10.0
2024-01-15,1/13のタスクダイアリー登録,10.0
2024-01-15,さのせつこさま　1/16オペ延期,10.0
2024-01-15,眼科即入対応　1件,10.0
2024-01-15,午前の電話当番は岡本(あやめ病棟)(アイセンター外来),10.0
2024-01-15,アイセンター外来幹部会合の会場準備 1610,10.0
2024-01-15,体調を気遣う(沖野さん)　クラークの合間,10.0
2024-01-15,トーリックIOL発注確認,10.0
2024-01-15,処方回数の変更連絡　ID107670,10.0
2024-01-15,朝の挨拶リストの確認,5.0
2024-01-16,但馬先生の診察介助　930-1230,90.0
2024-01-16,アイセンター外来幹部会合の発言内容をまとめる,20.0
2024-01-16,レターケース/OBC/メール確認,10.0
2024-01-16,べてらん君のアップデート　6診クラークPC,10.0
2024-01-16,翌日の予定確認とwill doリスト作成,10.0
2024-01-16,医療秘書課2024年4月以降の体制整備　,10.0
2024-01-16,アイセンター外来幹部会合の議事録フォーマット作成,10.0
2024-01-16,面談希望の確認(藤坂さん)　履歴書でお断りできるかどうか,10.0
2024-01-16,前週の石田先生と鈴木先生の診察人数確認,10.0
2024-01-16,朝の挨拶リストの確認,5.0
2024-01-17,医療秘書課2024年4月以降の体制整備　,100.0
2024-01-17,植田センター長の面談予定(あやめ相談室)　1700-1730,50.0
2024-01-17,医療秘書課リーダー会合(あやめ相談室)　1615-1645,40.0
2024-01-17,植田センター長の面談準備,30.0
2024-01-17,翌週の手術指示確認,30.0
2024-01-17,翌月のアイセンター外来診察介助一覧の配信準備　2/3花崎さん休み,20.0
2024-01-17,眼科紹介状の作成　ID161572,20.0
2024-01-17,16診パソコントラブルの連絡　gankaML,20.0
2024-01-17,翌日の予定確認とwill doリスト作成　1710,10.0
2024-01-17,角膜外来のホームページ更新依頼(植田センター長),10.0
2024-01-17,レターケース/OBC/メール確認　1130,10.0
2024-01-17,アイセンター外来幹部会合の議事録フォーマット配信,10.0
2024-01-17,トーリックIOL発注確認,10.0
2024-01-17,医療秘書課朝礼　835-845 終了後PHSの電源を入れる,10.0
2024-01-17,肥田均様ID158551　ノントーリックに変更(沖野さん)　カルテ修正の確認,10.0
2024-01-17,リーダー会合の時間を早める(白岡副主任),5.0
2024-01-17,体調を気遣う(沖野さん),5.0
2024-01-17,朝の挨拶リストの確認,5.0
2024-01-18,JMATの準備,100.0
2024-01-18,医療秘書課リーダー会合の議案整理,20.0
2024-01-18,レターケース/OBC/メール確認,10.0
2024-01-18,翌日の予定確認とwill doリスト作成,10.0
2024-01-18,瀧波先生診察準備（第2木と休診以外）　820,10.0
2024-01-18,角膜外来ホームページ更新確認依頼(山本さん),10.0
2024-01-18,朝の挨拶リストの確認,5.0
2024-01-19,JMATの準備,100.0
2024-01-19,JMAT事務職員の業務説明(応接室),90.0
2024-01-19,採用面接の準備,20.0
2024-01-19,トーリックIOL発注確認,10.0
2024-01-19,翌日の予定確認とwill doリスト作成　1750,10.0
2024-01-19,橋本副院長最終返書ファイル確認,10.0
2024-01-19,レターケース/OBC/メール確認　1130,10.0
2024-01-19,朝の挨拶リストの確認,5.0
2024-01-20,一般名処方に移行の対応確認(植田センター長),60.0
2024-01-20,JMATの準備,40.0
2024-01-20,HOYAのYA６０BBR発注　ID212786,10.0
2024-01-20,翌週の予定確認とwill doリスト作成　1150,10.0
2024-01-20,レターケース/OBC/メール確認　1130,10.0
2024-01-20,採用面接の連絡,10.0
2024-01-20,今週の振り返り　1140,10.0
2024-01-20,角膜外来ホームページ更新依頼の確認(山本さん),10.0
2024-01-20,朝の挨拶リストの確認,5.0
2024-01-22,JMATの準備,250.0
2024-01-22,採用面接の準備,40.0
2024-01-22,眼科紹介状作成　ID72730　1/25まで,20.0
2024-01-22,翌日の予定確認とwill doリスト作成　1710,10.0
2024-01-22,翌月のアイセンター外来診察介助一覧の配信,10.0
2024-01-22,トーリックIOL発注確認,10.0
2024-01-22,採用面接の連絡　つながらなければ藤坂さんに報告,10.0
2024-01-22,沖野さんの結果確認　午前中　連絡待ち,10.0
2024-01-22,レターケース/OBC/メール確認,10.0
2024-01-22,眼科即入対応,10.0
2024-01-22,朝の挨拶リストの確認,5.0
2024-01-23,但馬先生の診察介助　930-1230,90.0
2024-01-23,JMATの準備,40.0
2024-01-23,渡辺先生のクラーク　1200-1230,30.0
2024-01-23,採用面接の準備,30.0
2024-01-23,翌日の予定確認とwill doリスト作成,10.0
2024-01-23,予約枠設定(福留副科長),10.0
2024-01-23,前週の石田先生と鈴木先生の診察人数確認,10.0
2024-01-23,レターケース/OBC/メール確認,10.0
2024-01-23,オペ録確認　ID213722,10.0
2024-01-23,朝の挨拶リストの確認,5.0
2024-01-24,JMATの準備　,190.0
2024-01-24,採用面接(あやめ相談室)　1430-1500　総合受付で待ち合わせ,60.0
2024-01-24,翌週の手術指示確認,30.0
2024-01-24,採用面接の準備(あやめ相談室)　1400,20.0
2024-01-24,木曜午前瀧波先生の準備の説明(松島さん)　2/1と第3木曜,10.0
2024-01-24,検査結果の確認（沖野さん）,10.0
2024-01-24,木曜午前瀧波先生の準備の説明準備,10.0
2024-01-24,トーリックIOL発注確認,10.0
2024-01-24,翌日の予定確認とwill doリスト作成　1710,10.0
2024-01-24,日帰りプレセデックスの対応確認（花崎さん）,10.0
2024-01-24,レターケース/OBC/メール確認　1130,10.0
2024-01-24,朝の挨拶リストの確認,5.0
2024-01-25,植田センター長休診対応,90.0
2024-01-25,JMATの準備　,70.0
2024-01-25,翌日の予定確認とwill doリスト作成,10.0
2024-01-25,1/23午前有給休暇の申請（花崎さん）,10.0
2024-01-25,レターケース/OBC/メール確認,10.0
2024-01-25,翌月のアイセンター外来診察介助一覧の差し替え,10.0
2024-01-25,2/22瀧波先生クラークの依頼（松島さん）　準備はこちらで行う,10.0
2024-01-25,瀧波先生診察準備（第2木と休診以外）　820,10.0
2024-01-25,朝の挨拶リストの確認,5.0
2024-01-26,JMATの準備　午前,130.0
2024-01-26,JMATの準備　午後,90.0
2024-01-26,JMAT事務打ち合わせ（職員図書室）（菅原副主任）　1630-1730,60.0
2024-01-26,第2回医療安全講習会の動画受講　午後,20.0
2024-01-26,本日渡辺先生のクラーク交代は難しい（中野さん）,10.0
2024-01-26,1/31～2/3の出張申請と承認は2/5（豊後さん）,10.0
2024-01-26,橋本副院長最終返書ファイル確認,10.0
2024-01-26,2/22瀧波先生クラークの依頼（松島さん）　準備はこちらで行う,10.0
2024-01-26,レターケース/OBC/メール確認　1130,10.0
2024-01-26,経営会合の動画受講　午後,10.0
2024-01-26,JMAT事務打ち合わせ内容の報告　JMATのLINE,10.0
2024-01-26,採用面接の連絡,10.0
2024-01-26,トーリックIOL発注確認,10.0
2024-01-26,翌日の予定確認とwill doリスト作成　1750,10.0
2024-01-26,8診スリットランプの録画設定確認　午後,10.0
2024-01-26,朝の挨拶リストの確認,5.0
2024-01-27,JMATの準備　,100.0
2024-01-27,JMATの準備　午後,90.0
2024-01-27,LASIK後IOL度数計算の説明（沖野さん）,40.0
2024-01-27,採用面接の連絡,20.0
2024-01-27,翌週の予定確認とwill doリスト作成　1150,10.0
2024-01-27,レターケース/OBC/メール確認　1130,10.0
2024-01-27,アイセンター外来診察介助一覧の差し替え　1140,10.0
2024-01-27,鎌田先生のクラーク交代（中山さん）　岩口先生終わり次第,10.0
2024-01-27,今週の振り返り　1140,10.0
2024-01-27,鎌田先生のクラークのお礼（中野さん）　1130,10.0
2024-01-27,朝の挨拶リストの確認,5.0
2024-01-29,JMATの準備　午後,150.0
2024-01-29,JMATの準備　,130.0
2024-01-29,トーリックIOL発注確認,10.0
2024-01-29,眼科即入対応1件,10.0
2024-01-29,翌日の予定確認とwill doリスト作成　1710,10.0
2024-01-29,川西副主任への連絡は石村さんか横山さんへ（医療秘書課）,10.0
2024-01-29,レターケース/OBC/メール確認,10.0
2024-01-29,手術変更チェックリストの確認,10.0
2024-01-29,朝の挨拶リストの確認,5.0
2024-01-30,田中先生のクラーク業務 900-1230,210.0
2024-01-30,JMATの準備　,40.0
2024-01-30,翌月の業務記録作成,10.0
2024-01-30,田中先生のクラーク交代依頼（高宮さん）,10.0
2024-01-30,ロックアルファスタディの確認（高宮さん）　ID44579,10.0
2024-01-30,レターケース/OBC/メール確認,10.0
2024-01-30,翌日の予定確認とwill doリスト作成,10.0
2024-01-30,但馬先生の診察介助なし　自分で診察終了していただく（あるいは回さない）（看護部）,10.0
2024-01-30,前週の石田先生と鈴木先生の診察人数確認,10.0
2024-01-30,翌月のスケジュール登録,10.0
2024-01-30,朝の挨拶リストの確認,5.0
2024-02-05,JMATの振り返り　,100.0
2024-02-05,JMAT活動報告,30.0
2024-02-05,石田先生と鈴木先生の給与データ報告,30.0
2024-02-05,採用面接の準備,20.0
2024-02-05,２月のスケジュール登録と業務記録作成,20.0
2024-02-05,火木午後職員用オーダーシートの相談(摺崎副主任),20.0
2024-02-05,アイセンター非常勤医師勤務記録の確認と提出,10.0
2024-02-05,JMAT業務調整員2回目の報告（二村副院長）,10.0
2024-02-05,レターケース/OBC/メール確認,10.0
2024-02-05,ロックアルファスタディの確認（高宮さん）(山本さん)　ID44579　ID171271,10.0
2024-02-05,トーリックIOL発注確認,10.0
2024-02-05,OPELIOの過去の録画確認（植田センター長）,10.0
2024-02-05,デジタルカメラの返却（総務課）　ケースは寄贈,10.0
2024-02-05,翌日の予定確認とwill doリスト作成　1710,10.0
2024-02-05,橋本副院長の退院時サマリの確認（松島さん）　カルテメッセージは消す,10.0
2024-02-05,前月のOBC内容確認,10.0
2024-02-05,2/6日帰りプレセデックス使用の生食オーダー確認　ID185304,10.0
2024-02-05,朝の挨拶リストの確認,5.0
2024-02-06,但馬先生の診察介助　930-1230,90.0
2024-02-06,目標チャレンジシートの更新,20.0
2024-02-06,文化講座の会場準備の段取り　リハビリがあるので12時から準備でよいか事務長に確認,10.0
2024-02-06,2月の業務記録作成,10.0
2024-02-06,今月の不在連絡と勤務申請(医療秘書課),10.0
2024-02-06,角膜外来ホームページ更新依頼(松田部長),10.0
2024-02-06,前週の石田先生と鈴木先生の診察人数確認,10.0
2024-02-06,レターケース/OBC/メール確認,10.0
2024-02-06,リーダー研修の準備,10.0
2024-02-06,2月の行動計画作成,10.0
2024-02-06,翌日の予定確認とwill doリスト作成,10.0
2024-02-06,朝の挨拶リストの確認,5.0
2024-02-07,リーダー研修(大講堂)　1330-1530,150.0
2024-02-07,採用面接（あやめ病棟相談室）　1630-1700,60.0
2024-02-07,2月の行動計画作成,30.0
2024-02-07,翌週の手術指示確認,30.0
2024-02-07,眼科紹介状作成　ID22499,20.0
2024-02-07,豊田先生からのカルテメッセージ確認と全体共有(沖野さん),10.0
2024-02-07,翌日の予定確認とwill doリスト作成　1710,10.0
2024-02-07,レターケース/OBC/メール確認　1130,10.0
2024-02-07,採用面接の準備　1540,10.0
2024-02-07,トーリックIOL発注確認,10.0
2024-02-07,文化講座の会場準備の段取り依頼（尾関さん）　リハビリがあるので12時から準備,10.0
2024-02-07,朝の挨拶リストの確認,5.0
2024-02-08,眼科紹介状作成　ID22499,40.0
2024-02-08,採用条件の報告(白岡副主任)(植田センター長),30.0
2024-02-08,火木午後職員用オーダーシートの連絡(医療秘書課)　初診の場合の確認,20.0
2024-02-08,瀧波先生診察準備（第2木と休診以外）　820,10.0
2024-02-08,文化講座の会場レイアウト確認,10.0
2024-02-08,CNW0T2の販売開始時期について確認(小寺さん)(山本さん),10.0
2024-02-08,レターケース/OBC/メール確認,10.0
2024-02-08,翌日の予定確認とwill doリスト作成,10.0
2024-02-08,朝の挨拶リストの確認,5.0
2024-02-09,アイセンター外来2024年4月以降の体制整備,100.0
2024-02-09,小林先生の予約変更対応,60.0
2024-02-09,眼科紹介状作成,40.0
2024-02-09,眼科即入対応1件,30.0
2024-02-09,書類をシュレッダーにかける,20.0
2024-02-09,診療情報の取り寄せ(ID213918)（高宮さん）,20.0
2024-02-09,会社にだす診断書(ID213437)(橋本副院長),10.0
2024-02-09,べてらん君のアップデート　6診クラークPC　1730,10.0
2024-02-09,手術指示の修正(花崎さん),10.0
2024-02-09,翌日の予定確認とwill doリスト作成　1750,10.0
2024-02-09,トーリックIOL発注確認,10.0
2024-02-09,耳鼻科診断書の相談（沖野さん）,10.0
2024-02-09,11時頃Jアラートの連絡,10.0
2024-02-09,橋本副院長最終返書ファイル確認,10.0
2024-02-09,レターケース/OBC/メール確認　1130,10.0
2024-02-09,全体朝礼　830-840　終了後PHSの電源を入れる,10.0
2024-02-09,朝の挨拶リストの確認,5.0
2024-02-09,全体朝礼の配信　1130,5.0
2024-02-09,全体朝礼の配信,5.0
2024-02-09,クラレオンT2は発売未定　海外でウェブカリキュレーターの修正（山本さん）,5.0
2024-02-10,アイセンター外来2024年4月以降の体制整備,70.0
2024-02-10,アイセンター外来共用デジタルカメラの設置の提案(植田センター長)　田中先生と渡辺先生,30.0
2024-02-10,小林先生の予約変更対応,20.0
2024-02-10,眼科即入対応　ID213953 ID30833,20.0
2024-02-10,今週の振り返り　1140,10.0
2024-02-10,レターケース/OBC/メール確認　1130,10.0
2024-02-10,翌週の予定確認とwill doリスト作成　1150,10.0
2024-02-10,生駒先生の診察予約枠の調整,10.0
2024-02-10,小林先生の予約日変更連絡,10.0
2024-02-10,朝の挨拶リストの確認,5.0
2024-02-12,鈴木先生臨床研究データ登録準備　,130.0
2024-02-12,文化講座の会場レイアウト確認,20.0
2024-02-12,2024年4月以降の眼科診療カレンダー作成,20.0
2024-02-12,翌日の予定確認とwill doリスト作成　1710,10.0
2024-02-12,生駒先生の診察予約枠の調整と連絡　第1・3・5週土曜日　9/30まで,10.0
2024-02-12,トーリックIOL発注確認,10.0
2024-02-12,レターケース/OBC/メール確認,10.0
2024-02-12,朝の挨拶リストの確認,5.0
2024-02-13,田中先生のクラーク業務 930-1100,100.0
2024-02-13,2024年4月以降の眼科診療カレンダー作成,20.0
2024-02-13,2023年5月～8月のCASIAのデータでの前房深度測定(福留副科長)(鈴木先生),10.0
2024-02-13,小牧さん休みで太田先生のクラークと午後透析依頼(大代さん),10.0
2024-02-13,翌日の予定確認とwill doリスト作成,10.0
2024-02-13,前週の石田先生と鈴木先生の診察人数確認,10.0
2024-02-13,デジカメ利用の説明(高宮さん),10.0
2024-02-13,但馬先生の診察介助(中野さん)(看護部),10.0
2024-02-13,レターケース/OBC/メール確認,10.0
2024-02-13,朝の挨拶リストの確認,5.0
2024-02-13,使用したIOLの確認(ID213976),5.0
